,Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,Times Missed,Damages
16860,255535,10/04/19,Trash - Curbside/Alley Missed Pickup,missed the entire street,2804 woodlawn dr,37215,red river,2305,18.0,1728338.60080886,653674.401336748,4.0,600.0
16861,255542,10/04/19,Trash - Backdoor,paid backdoor miss,105 westover dr,37205,red river,1302,23.0,1714029.00168557,643456.001381909,1.0,0.0
16862,255564,10/04/19,Trash - Curbside/Alley Missed Pickup,missed last week and this week has 2 carts not a dumpster,1400 dickerson pike,37207,metro,9204,5.0,1740796.19907465,679412.798844397,3.0,400.0
16863,255567,10/04/19,Trash - Curbside/Alley Missed Pickup,missed last week and this week has 2 carts not a dumpster,1400 dickerson pike,37207,,,5.0,1740796.19907465,679412.798844397,3.0,400.0
16864,255570,10/04/19,Trash - Curbside/Alley Missed Pickup,street missed,412 dunailie dr,37217,red river,1402,13.0,1760893.56677323,649102.868527448,1.0,0.0
16865,255588,10/04/19,Trash - Curbside/Alley Missed Pickup,bin pickup was missed,104 graeme dr,37214,red river,1504,15.0,1761336.2530444,670347.396056906,1.0,0.0
16866,255592,10/04/19,Trash Collection Complaint,there are trash cans that have been overflowing for weeks. i think pickup may be skipped because a lot of times this street is closed due to construction. it needs to be tended to every week or more often please.,1205 3rd ave n,37208,,,19.0,1736478.60029543,671937.600746046,1.0,0.0
16867,255597,10/04/19,Trash - Curbside/Alley Missed Pickup,curb missed/thursday {everyone},401 dunailie dr,37217,red river,1402,13.0,1761276.03301602,649426.880276491,1.0,0.0
16868,255606,10/04/19,Trash - Curbside/Alley Missed Pickup,"curb/trash missed again. tuesday unit-b {see notes not true} never emptied. caller upset wants cart emptied tomorrow tuesday for last week's garbage not pickup. 
sr:1179560 - 10/03/2019 4:06 pm
by: mangrum, joshua w: 10/03/2019 04:06:27 pm
cart has been serviced per m johnson tk g92",208 flint ridge ct,37189,red river,3201,3.0,1728655.8034683,694494.689079122,10.0,1800.0
16869,255623,10/04/19,Trash - Curbside/Alley Missed Pickup,2 weeks missed,553 mccrory creek rd,37214,red river,2501,14.0,1779704.99892965,663722.400535725,1.0,0.0
16870,255628,10/04/19,Trash - Curbside/Alley Missed Pickup,got every one else,4433 frost st,37214,red river,1501,15.0,1763593.9206013,693312.967187938,1.0,0.0
16871,255633,10/04/19,Trash - Curbside/Alley Missed Pickup,always miss and cart runing over,2713 gear st,37216,metro,9507,5.0,1748116.46589943,681105.665163041,2.0,200.0
16872,255640,10/04/19,Trash - Backdoor,backdoor/trash missed {friday},2409 brasher ave,37206,metro,9503,5.0,1747478.3979822,678675.998363072,4.0,600.0
16873,255641,10/04/19,Trash - Curbside/Alley Missed Pickup,still out,3135 mcgavock pk,37214,red river,1502,15.0,1769557.79864964,676295.999539033,1.0,0.0
16874,255645,10/04/19,Trash - Curbside/Alley Missed Pickup,this area missed for 2weeks,3009 split oak trl,37013,red river,4501,28.0,1775490.32921177,635174.170449273,1.0,0.0
16875,255649,10/04/19,Trash - Curbside/Alley Missed Pickup,missed neighborhood..cart placed on mcgavock..missed last week,2501 meadowood dr,37214,red river,1502,15.0,1769377.78904432,675708.520103274,2.0,200.0
16876,255651,10/04/19,Trash - Curbside/Alley Missed Pickup,got everyone elses,2541 edge o lake dr,37217,red river,4502,29.0,1779343.4639903,636682.619321247,1.0,0.0
16877,255657,10/04/19,Trash - Curbside/Alley Missed Pickup,miss entire alley,1825 5th ave n,37208,waste ind,3207,19.0,1733759.1969629,675071.14034514,2.0,200.0
16878,255659,10/04/19,Trash - Curbside/Alley Missed Pickup,still out in this section,2518 nashboro blvd,37217,red river,2505,29.0,1781322.65942001,641144.443843869,2.0,200.0
16879,255660,10/04/19,Trash - Curbside/Alley Missed Pickup,missed all 3 carts,422 munn rd,37214,red river,1503,15.0,1773637.7980471,669449.60130359,1.0,0.0
16880,255667,10/04/19,Trash - Curbside/Alley Missed Pickup,missed the whole street,516 clearwater dr,37217,red river,4503,29.0,1784479.39995812,636383.201556931,3.0,400.0
16881,255668,10/04/19,Trash - Curbside/Alley Missed Pickup,miss curb friday,5004 highlander dr,37013,red river,4504,28.0,1773430.1966385,627434.242216522,9.0,1600.0
16882,255670,10/04/19,Trash - Curbside/Alley Missed Pickup,the whole street of alandee st. has not been picked up again. one month since the last time it was not picked up.,1133 alandee st,37214,red river,1501,15.0,1760644.83885578,694889.819749507,4.0,600.0
16883,255672,10/04/19,Trash - Curbside/Alley Missed Pickup,cul de sac/not yet come friday/pickup,1204 fieldoak ct,37013,red river,4501,28.0,1776168.45159968,636203.393784945,1.0,0.0
16884,255675,10/04/19,Trash - Curbside/Alley Missed Pickup,"the whole area of river glen off of pennington pond didn't get pick up on friday august 2,2019.",1133 alandee st,37214,red river,1501,15.0,1760644.83885578,694889.819749507,4.0,600.0
16885,255676,10/04/19,Trash - Curbside/Alley Missed Pickup,"one side of street pick up/not there side, friday curb",3213 penn meade way,37214,red river,1501,15.0,1761360.92965458,695497.088745266,3.0,400.0
16886,255678,10/04/19,Trash - Curbside/Alley Missed Pickup,missed,3257 anderson rd,37013,red river,3502,33.0,1788897.7859792,635193.164397734,2.0,200.0
16887,255684,10/04/19,Trash - Curbside/Alley Missed Pickup,"this happens frequently, one side of the street is picked up and he neglects to pick up this side of the street, rocket science",2520 nashboro blvd,37217,red river,2505,29.0,1781303.05982079,641161.862851636,3.0,400.0
16888,255687,10/04/19,Trash - Curbside/Alley Missed Pickup,the whole street of nix drive madison tn was not picked up today!!,nix dr,37115,,,9.0,1764061.67254968,705579.663383623,1.0,0.0
16889,255689,10/04/19,Trash Collection Complaint,i always put my can out the night before.  this issue of not picking up our trash has happened at least 4 times now. can you explain why?,3524 lanawood dr,37217,red river,3501,29.0,1788447.25323889,639946.10990263,6.0,1000.0
16890,255690,10/04/19,Trash - Curbside/Alley Missed Pickup,our trash on brantley dr was not picked up,2925 brantley dr,37013,red river,4503,29.0,1785162.98767596,634295.918443442,1.0,0.0
16891,255691,10/04/19,Trash - Curbside/Alley Missed Pickup,second week in a row that all carts were out by 7 a.m. and none picked up yet.  last week same thing. carts sat out all weekend and not picked up until monday. this is unacceptable.,5312 bell crest dr,37013,red river,4502,32.0,1780612.19818808,630313.600440776,6.0,1000.0
16892,255696,10/04/19,Trash - Curbside/Alley Missed Pickup,"we live on dunailie drive, 37217  the whole street was missed on thursday, oct. 3 which is the regular trash day.  everyone still has their trash cans sitting out... waiting.....",215 6th ave n,37219,,,19.0,1737607.39869743,666925.600335822,13.0,2400.0
16893,255706,10/05/19,Trash - Curbside/Alley Missed Pickup,"the whole half of this street was missed, not just ours. now we have trash all over the road where someone's bin was overturned",219 nix dr,37115,red river,3514,9.0,1763950.59966821,705431.800084117,1.0,0.0
16894,255718,10/05/19,Trash - Curbside/Alley Missed Pickup,hello!  my trash cans were on 16th ave for pick up on friday morning but they were not picked up.  can you please send a truck out on monday to take care of it?  thank you so much!,1520 long ave,37206,metro,9508,6.0,1749113.77825156,669128.597266896,1.0,0.0
16895,255736,10/05/19,Trash - Curbside/Alley Missed Pickup,pick up is friday morning carts were out thursday evening.,1613 murfreesboro pike,37217,red river,2504,28.0,1770422.59905774,645500.001140189,1.0,0.0
16896,255761,10/05/19,Trash - Curbside/Alley Missed Pickup,"hi, we had put pillows and a wood frame out in the alley for trash collection for two weeks in a row and no one has removed them. these items are too big to fit in our car and we have no way of disposing of them. can you please come pick them up and throw them away? thank you!",809 boscobel st,37206,,,6.0,1745309.79978235,669971.20194512,1.0,0.0
16897,255768,10/05/19,Trash - Curbside/Alley Missed Pickup,2nd time  may drive?s trash has not been collected on friday,613 may dr,37115,red river,3514,9.0,1763343.39992899,707808.399401699,2.0,200.0
16898,255873,10/06/19,Trash - Curbside/Alley Missed Pickup,00255675 is my work order that i got on friday 10.4.19 when i reported my trash not being picked up but was picked up and done on 10.4.19 after i called to report.  this issue is done.  thanks from 1133 alandee st.  thanks again.   the trash was just running late on friday 10.4.19.  has been picked up.,1133 alandee st,37214,,,15.0,1760644.83885578,694889.819749507,4.0,600.0
16899,255914,10/07/19,Trash - Curbside/Alley Missed Pickup,"neighbo on each side trash was not picked up on friday.  
 no vehicles blocking.",609 farview dr,37115,red river,3514,9.0,1762840.19975925,707102.198436006,1.0,0.0
16900,255931,10/07/19,Trash - Curbside/Alley Missed Pickup,missed...enitre street about 50 homes,209 nix dr,37115,red river,3514,9.0,1763975.97515455,705115.245795703,2.0,200.0
16901,255932,10/07/19,Trash - Curbside/Alley Missed Pickup,entire street/missed trash curb,623 mayview dr,37115,red river,3514,9.0,1763111.59830853,707618.798755757,1.0,0.0
16902,255933,10/07/19,Trash - Backdoor,backdoor miss {friday},3231 knobview dr,37214,red river,1503,15.0,1770016.41739883,670840.933418469,4.0,600.0
16903,255939,10/07/19,Trash - Curbside/Alley Missed Pickup,entire street missed,528 may dr,37115,red river,3514,9.0,1763706.79885849,707259.199041852,1.0,0.0
16904,255945,10/07/19,Trash - Curbside/Alley Missed Pickup,missed for 3 weeks,3325 murfreesboro pike,37013,red river,4502,32.0,1785224.99799806,627146.400187231,4.0,600.0
16905,255974,10/07/19,Trash - Curbside/Alley Missed Pickup,carts full putting trash bags on ground because it isn't picked up,640 farview dr,37115,red river,3514,9.0,1763508.20079936,706918.999072597,1.0,0.0
16906,255981,10/07/19,Trash - Curbside/Alley Missed Pickup,missed entire area,616 redbird ct,37115,red river,3512,9.0,1760231.09834084,708372.238614149,1.0,0.0
16907,256005,10/07/19,Trash - Curbside/Alley Missed Pickup,entire neighborhood has been missed several fridays this year,601 betty lou dr,37115,red river,3512,9.0,1762435.61100064,709364.702560149,2.0,200.0
16908,256006,10/07/19,Trash - Curbside/Alley Missed Pickup,entire neighborhood missed/trash friday. curb,601 betty lou dr,37115,red river,3512,9.0,1762435.61100064,709364.702560149,2.0,200.0
16909,256014,10/07/19,Trash - Curbside/Alley Missed Pickup,"entire street/missed last friday, curb",724 may dr,37115,red river,3514,9.0,1763270.59943884,708473.39866573,1.0,0.0
16910,256025,10/07/19,Trash - Curbside/Alley Missed Pickup,missed last week get on route,929 preston dr,37206,red river,1201,6.0,1756823.39982488,674024.401042552,1.0,0.0
16911,256045,10/07/19,Trash - Curbside/Alley Missed Pickup,can wait,416 dupont ave,37115,,,9.0,1760747.80947105,704284.019455435,1.0,0.0
16912,256054,10/07/19,Trash - Backdoor,missed paid backdoor last two weeks,598 n dupont ave,37115,red river,3514,9.0,1762647.53203822,704328.68794133,4.0,600.0
16913,256059,10/07/19,Trash - Curbside/Alley Missed Pickup,missed everyone- all carts are still out,102 okee trail,37013,red river,4501,28.0,1774108.83746104,635400.765957104,2.0,200.0
16914,256074,10/07/19,Trash - Curbside/Alley Missed Pickup,this street missed,609 redbird ct,37115,red river,3512,9.0,1760126.51899522,708317.769339265,1.0,0.0
16915,256076,10/07/19,Trash - Curbside/Alley Missed Pickup,the whole sub-division missed last friday trash curb,520 may dr,37115,red river,3514,9.0,1763704.9981886,707099.19863869,1.0,0.0
16916,256082,10/07/19,Trash - Curbside/Alley Missed Pickup,trash/missed cub {friday} {others},212 nix dr,37115,red river,3514,9.0,1764078.59959499,705084.799123189,1.0,0.0
16917,256083,10/07/19,Trash - Curbside/Alley Missed Pickup,missed street,750 s 5th st,37206,,,6.0,1743761.79949299,667573.600088809,2.0,200.0
16918,256117,10/07/19,Trash - Backdoor,paid/backdoor/trash missed last friday. {needs emptied asap},5704 mt view rd,37013,red river,4504,32.0,1782555.72848136,623307.411550531,2.0,200.0
16919,256126,10/07/19,Trash - Curbside/Alley Missed Pickup,whole street missed pick up,613 may dr,37115,red river,3514,9.0,1763343.39992899,707808.399401699,2.0,200.0
16920,256133,10/07/19,Trash - Curbside/Alley Missed Pickup,missed trash alley. caller wants to know if it's alley or curb? call her back,2631 grandview ave,37211,waste ind,4406,16.0,1747313.66043208,649342.017276819,1.0,0.0
16921,256149,10/07/19,Trash - Curbside/Alley Missed Pickup,2 homes missed trash/pickup last friday,3348 green ridge dr,37214,red river,2501,14.0,1782775.39833576,666102.401338522,3.0,400.0
16922,256152,10/07/19,Trash - Curbside/Alley Missed Pickup,this end missed,4218 moss rd,37013,red river,4504,28.0,1775549.79880843,630115.200257456,5.0,800.0
16923,256189,10/07/19,Trash - Curbside/Alley Missed Pickup,this street missed,trevino pl,37013,red river,3505,29.0,1785939.74751646,636624.255255922,1.0,0.0
16924,256197,10/07/19,Trash - Curbside/Alley Missed Pickup,get,513 may dr,37115,red river,3514,9.0,1763579.29433096,707056.050349303,1.0,0.0
16925,256239,10/07/19,Trash - Curbside/Alley Missed Pickup,"curb/trash never pickup, still sitting there. {friday}",3221 mcgavock pike,37214,red river,1502,15.0,1768378.80706906,673798.519866404,7.0,1200.0
16926,256243,10/07/19,Trash - Curbside/Alley Missed Pickup,cart still out get on route,6609 clearbrook dr,37205,red river,1303,23.0,1703791.3998619,642392.001372204,2.0,200.0
16927,256271,10/07/19,Trash - Curbside/Alley Missed Pickup,missed,742 may dr,37115,red river,3514,9.0,1763164.39949032,708762.598123094,2.0,200.0
16928,256290,10/07/19,Trash Collection Complaint,"sisters live in this duplex a & b sides. their trash is being missed frequently and they are calling frequently, most recently last week caller says her sister emma craig called to report that they were missed again but there is no record of the call that was made in the system, so stanley is looking into it. but she also stated that when they are calling in for missed pick ups, they are not getting serviced like the response states. speaking with her i went back to the last trash miss we show which was called in 9/5. the ticket was closed a few hours after it was called in and the resident says once again, the trash was not picked up.  she and her sister want to be contacted by the supervisor or they will call back and speak with someone else with more authority. clara broome 615-320-6242 and emma craig 615-516-6707.",2813 delaware ave,37209,metro,9303,21.0,1726442.34699178,664239.825532027,15.0,2800.0
16929,256291,10/07/19,Trash - Curbside/Alley Missed Pickup,no carts were emptied on my street.,604 redbird ct,37115,red river,3512,9.0,1760281.21830537,708245.869184065,1.0,0.0
16930,256292,10/07/19,Trash - Curbside/Alley Missed Pickup,received a phone call today regarding the entire blocks trash pick up being mixed. there is a large amount of trash in everyone's cans from the weekend and they are requesting pic up asap before the next pick up on friday.,209 nix dr,37115,red river,3514,9.0,1763924.9984956,705143.999608748,2.0,200.0
16931,256313,10/07/19,Trash - Curbside/Alley Missed Pickup,missed friday,2303 lebanon pike,37214,red river,1503,15.0,1766021.79943567,668609.600671057,2.0,200.0
16932,256339,10/07/19,Trash - Curbside/Alley Missed Pickup,several missed,3029 owendale dr,37013,red river,3504,29.0,1784630.07051672,631383.101398066,2.0,200.0
16933,256340,10/07/19,Trash - Curbside/Alley Missed Pickup,"entire street/neighborhood has been missed often {friday} curb all carts out still
wants a call back from higher up, whole neighborhood getting missed",1521 stoney river ln,37115,,3512,9.0,1762088.46361161,709751.112467878,2.0,200.0
16934,256345,10/07/19,Trash - Curbside/Alley Missed Pickup,"trash has not been picked up in our entire neighborhood as of monday, october 7, 2019 at 4:12pm.",748 maylene dr,37115,red river,3512,9.0,1762771.62985398,709609.433386188,1.0,0.0
16935,256349,10/07/19,Trash - Curbside/Alley Missed Pickup,curb missed trash last friday {cul de sac},625 may ct s,37115,red river,3514,9.0,1763129.79892576,707815.598123755,1.0,0.0
16936,256367,10/07/19,Trash - Backdoor,trash missed backdoor,360 haywood ln,37211,red river,2405,30.0,1757544.19808926,632464.801399191,1.0,0.0
16937,256392,10/08/19,Trash - Curbside/Alley Missed Pickup,everyone on nix drive trash was not collected. trash cans are still in the front of the homes waiting for pick up.,311 nix dr,37115,red river,3514,9.0,1764001.99988924,705915.998239585,1.0,0.0
16938,256432,10/08/19,Trash - Curbside/Alley Missed Pickup,4-5 missed,2804 woodlawn dr,37215,red river,2305,18.0,1728338.60080886,653674.401336748,4.0,600.0
16939,256446,10/08/19,Trash - Curbside/Alley Missed Pickup,missed,264 craigmeade dr,37214,red river,1503,15.0,1763945.40938565,665430.891960262,3.0,400.0
16940,256456,10/08/19,Trash - Curbside/Alley Missed Pickup,whole area missed/last friday curb,745 may dr,37115,red river,3514,9.0,1762999.1989108,708724.200321694,1.0,0.0
16941,256493,10/08/19,Trash Collection Complaint,caller says their trash was missed on friday. the week before the trash was missed friday but they came and picked it up on saturday however last friday after not showing up carts were left out because residents assumed they'd pick up on saturday as they had done the previous week but no one came. resident wants a supervisor to call her and explain to her what the issue is.,628 farview dr,37115,red river,3514,9.0,1763278.59955794,706934.399747077,1.0,0.0
16942,256509,10/08/19,Trash - Curbside/Alley Missed Pickup,missed today,4414 saunders ave,37216,red river,2204,8.0,1752720.19948841,691890.997961023,2.0,200.0
16943,256512,10/08/19,Trash - Curbside/Alley Missed Pickup,missed past two friday's,4206 moss rd,37013,red river,4504,28.0,1775497.74361846,629857.92410491,6.0,1000.0
16944,256543,10/08/19,Trash - Curbside/Alley Missed Pickup,missed trash,512 may dr,37115,red river,3514,9.0,1763745.79820236,706957.598707325,1.0,0.0
16945,256618,10/08/19,Trash - Curbside/Alley Missed Pickup,missed last week,4207 belmont park ter,37215,,,25.0,1730523.40108022,644091.20054859,2.0,200.0
16946,256642,10/08/19,Trash - Curbside/Alley Missed Pickup,"quarter of mile to set carts on lebanon pike, upset caller {states he has backdoor/trash pickup for years} did not see backdoor/active. supervisor needs to contact him back.",620 munn ln,37214,,,15.0,1774040.99969627,669648.001486909,1.0,0.0
16947,256650,10/08/19,Trash - Curbside/Alley Missed Pickup,this is the second week trash has not been picked up at the ivy st road. please send someone for pickup. trash is starting to overflow garbage cans. thanks,6378 ivy st,37209,red river,4203,20.0,1710288.57894855,664085.399756087,1.0,0.0
16948,256659,10/08/19,Trash - Curbside/Alley Missed Pickup,entire street missed,742 may dr,37115,,,9.0,1763164.39949032,708762.598123094,2.0,200.0
16949,256739,10/08/19,Trash - Curbside/Alley Missed Pickup,curb missed trash {today tuesday} truck already came emptied neighbors.,2504 jenkins st,37208,metro,9205,21.0,1726934.60068447,673676.800517912,1.0,0.0
16950,256769,10/08/19,Trash Collection Complaint,"resident is upset that his trash was not picked up last wednesday nor the wednesday before. he wants to know what is going on?? why is the entire alley being missed including his trash. he feels like since it's been 2 weeks already they may not come tomorrow. resident wants supervisor to call him, he wants an explanation.",2423 batavia st,37208,metro,9303,21.0,1728406.44760464,666401.025287554,3.0,400.0
16951,256782,10/08/19,Trash - Curbside/Alley Missed Pickup,"curb trash/missed tuesday {water truck blocking it, and missed} them. out on time",223 capitol view ave,37207,red river,2201,8.0,1745124.41982749,687451.879687876,2.0,200.0
16952,256799,10/08/19,Trash - Curbside/Alley Missed Pickup,missed trash,203 gatewood ave,37207,metro,9204,5.0,1741936.19922639,680431.999770171,1.0,0.0
16953,256800,10/08/19,Trash - Curbside/Alley Missed Pickup,entire street missed,3233 kings ln,37218,red river,3203,1.0,1723798.60148903,687501.599943262,4.0,600.0
16954,256807,10/08/19,Trash - Curbside/Alley Missed Pickup,entire street/missed {tuesday} curb,823 channing dr,37115,red river,3212,8.0,1749317.8950671,697892.678204565,3.0,400.0
16955,256809,10/08/19,Trash - Curbside/Alley Missed Pickup,missed last friday/trash pickup.,212 archwood dr,37115,red river,3514,9.0,1766313.19927206,704873.598353564,1.0,0.0
16956,256816,10/08/19,Trash - Curbside/Alley Missed Pickup,missed pickup. need supervisor to call him back.,208 flint ridge ct,37189,red river,3201,3.0,1728655.8034683,694494.689079122,10.0,1800.0
16957,256819,10/08/19,Trash - Curbside/Alley Missed Pickup,missed,915 crescent hill rd,37206,red river,1201,6.0,1754911.39906355,674880.801622418,1.0,0.0
16958,256825,10/08/19,Trash - Curbside/Alley Missed Pickup,curb trash missed tuesday,1118 saunders ave,37115,red river,3214,8.0,1753250.99937646,698547.999362611,2.0,200.0
16959,256829,10/08/19,Trash - Backdoor,missed,526 foundry dr,37209,red river,4203,20.0,1708489.50195585,664996.103395155,9.0,1600.0
16960,256833,10/08/19,Trash - Curbside/Alley Missed Pickup,"curb trash missed again, tuesday unit-b
make sure this get's emptied, last week he called in and notes stated his cart was emptied and it was not.",208 flint ridge ct,37189,red river,3201,3.0,1728655.8034683,694494.689079122,10.0,1800.0
16961,256840,10/08/19,Trash - Curbside/Alley Missed Pickup,trash/curb missed tuesday,2941 rich acres dr,37207,red river,2201,2.0,1742319.39958844,690513.598282095,3.0,400.0
16962,256842,10/08/19,Trash - Curbside/Alley Missed Pickup,missed,5507 winn ave,37209,red river,4201,20.0,1715911.75640183,664163.970304924,2.0,200.0
16963,256849,10/08/19,Trash - Curbside/Alley Missed Pickup,my trash bin was missed today.,1200 stratford ave,37216,red river,2205,7.0,1753862.70870545,685334.244403521,3.0,400.0
16964,256857,10/08/19,Trash - Curbside/Alley Missed Pickup,this is the 4th missed pickup week for our whole street.,819 channing dr,37115,red river,3212,8.0,1749370.65469497,698043.279506637,8.0,1400.0
16965,256863,10/08/19,Trash - Curbside/Alley Missed Pickup,it appears the entire street was missed. all of my neighbors' trash was not collected either.,1312 plymouth ave,37216,red river,2203,7.0,1758251.99987027,687690.399192163,3.0,400.0
16966,256867,10/08/19,Trash - Curbside/Alley Missed Pickup,the entire street of plymouth avenue was missed for trash pick up.,1231 plymouth ave,37216,red river,2203,7.0,1757510.34945279,688313.547721868,1.0,0.0
16967,256915,10/09/19,Trash - Curbside/Alley Missed Pickup,"curb,trash missed tuesday.",301 linda ln,37115,red river,3214,8.0,1756995.59927188,702298.598852662,2.0,200.0
16968,256920,10/09/19,Trash - Curbside/Alley Missed Pickup,missed,717 flint ridge dr,37189,red river,3201,3.0,1729755.40151955,695031.198059963,2.0,200.0
16969,256921,10/09/19,Trash - Curbside/Alley Missed Pickup,"trash/missed pickup, tuesday curb",4104 kennedy ave,37216,red river,2203,7.0,1756798.99975845,686793.999995575,1.0,0.0
16970,256932,10/09/19,Trash - Curbside/Alley Missed Pickup,missed trash,100 s graycroft ave,37115,red river,3214,8.0,1752489.50201499,703450.683280265,2.0,200.0
16971,256942,10/09/19,Trash - Curbside/Alley Missed Pickup,trash/missed curb tuesday {see others out there},2115 23rd ave n,37208,metro,9205,2.0,1728203.44173519,675154.252143871,2.0,200.0
16972,256945,10/09/19,Trash - Curbside/Alley Missed Pickup,missed entire street,605 creative way,37115,red river,3212,8.0,1750200.19956957,695597.599764183,7.0,1200.0
16973,256948,10/09/19,Trash - Backdoor,"backdoor/trash missed, tuesday",559 westboro dr,37209,red river,4203,20.0,1709782.60060241,663263.202010398,4.0,600.0
16974,256956,10/09/19,Trash - Curbside/Alley Missed Pickup,missed,1511 rosedale ave,37207,,,5.0,1745356.19968161,679671.99834984,1.0,0.0
16975,256957,10/09/19,Trash - Backdoor,"backdoor/trash keeps getting missed, tuesday {she's blind} someone came to help clean and seen all that garbage not emptied. upset needs emptied",526 foundry dr,37209,red river,4203,20.0,1708489.50195585,664996.103395155,9.0,1600.0
16976,256983,10/09/19,Trash - Curbside/Alley Missed Pickup,missed entire street,1307 plymouth ave,37216,red river,2203,7.0,1758161.3153642,687915.696634665,2.0,200.0
16977,256987,10/09/19,Trash - Curbside/Alley Missed Pickup,missed,1238 plymouth ave,37216,red river,2203,7.0,1757412.59880145,688199.59895653,1.0,0.0
16978,257012,10/09/19,Trash - Curbside/Alley Missed Pickup,no one's trash has been picked up on this street.,3226 holland ln,37218,red river,4204,1.0,1719637.41166697,673811.981357923,1.0,0.0
16979,257030,10/09/19,Trash - Backdoor,"backdoor miss...neighbor missed, also has b/d service",555 westboro dr,37209,red river,4203,20.0,1709824.20003446,663208.000595008,1.0,0.0
16980,257031,10/09/19,Trash - Curbside/Alley Missed Pickup,"trash/missed for alley {unit-a} tuesday**
 entire alley missed",6007 obrien ave,37209,red river,4201,20.0,1712810.5253538,662291.012044054,20.0,3800.0
16981,257046,10/09/19,Trash - Curbside/Alley Missed Pickup,no one pickup for trash/tuesday curb {also other street's},4801 buena vista pike,37218,red river,3204,1.0,1725725.37961603,690057.832902114,3.0,400.0
16982,257093,10/09/19,Trash - Curbside/Alley Missed Pickup,missed,713 skyview dr,37206,red river,1202,6.0,1753277.09919612,674276.071373333,1.0,0.0
16983,257105,10/09/19,Trash - Backdoor,backdoor miss- tuesday,6309 robertson ave,37209,red river,4203,20.0,1709845.80015814,665244.000234192,4.0,600.0
16984,257107,10/09/19,Trash Collection Complaint,resident says his trash was missed last tuesday and again today. he wants to know what the issue is. please call him. needs all 3 cans taken care of. there are two trash cans and one recycle.,1614 ashton ave,37218,red river,4202,2.0,1720148.20037411,677440.80015798,3.0,400.0
16985,257108,10/09/19,Trash - Curbside/Alley Missed Pickup,wednesday/curb trash missed {other's already emptied} today,3711 whitland ave,37205,red river,2304,24.0,1723924.49205964,655712.77746444,1.0,0.0
16986,257109,10/09/19,Trash - Curbside/Alley Missed Pickup,"second week in a row, 4th time since june, my trash was not picked up. i took it out at 5:30am on pick up day.",1105 saunders ave,37115,red river,3214,8.0,1753841.39945921,699003.198817769,6.0,1000.0
16987,257112,10/09/19,Trash - Curbside/Alley Missed Pickup,"tuesday missed again, 2 weeks in row. curb",39 waters ave,37206,red river,1202,6.0,1754098.59844019,675328.00095848,2.0,200.0
16988,257119,10/09/19,Trash - Curbside/Alley Missed Pickup,missed trash again,802 crescent rd,37205,,,24.0,1721329.20039418,651502.700444166,19.0,3600.0
16989,257126,10/09/19,Trash - Backdoor,missed,305 starlight dr,37207,red river,2202,3.0,1742251.39956551,694255.198380198,2.0,200.0
16990,257132,10/09/19,Trash - Curbside/Alley Missed Pickup,this is a test request,707 shelby ave,37206,,,6.0,1744951.45855861,669337.930088852,1.0,0.0
16991,257133,10/09/19,Trash - Backdoor,"backdoor miss, cart is full.",6504 thunderbird dr,37209,red river,4205,20.0,1707626.59917679,660392.000227131,4.0,600.0
16992,257145,10/09/19,Trash - Curbside/Alley Missed Pickup,neighbors on both sides of house were missed as well,4029 buena vista pike,37218,red river,3204,1.0,1726040.92425906,688743.502180878,2.0,200.0
16993,257148,10/09/19,Trash - Curbside/Alley Missed Pickup,cart still out,617 waco dr,37209,red river,4201,20.0,1710993.9033244,665645.96120202,1.0,0.0
16994,257156,10/09/19,Trash - Curbside/Alley Missed Pickup,missed...alley pick up,1130 mcferrin ave,37206,metro,9203,5.0,1746022.59990639,677110.398998955,3.0,400.0
16995,257167,10/09/19,Trash - Curbside/Alley Missed Pickup,missed entire street,4093 buena vista pike,37218,red river,3204,1.0,1725797.81799344,689725.399558495,2.0,200.0
16996,257176,10/09/19,Trash Collection Complaint,all other trash has been picked up on my street today except mine. there are only two bags of trash in the cart. they also dumped some smelly liquid in the street at my driveway. this is the second time they have not picked up my trash in the past few weeks.,733 oakdell ave,37115,red river,3312,7.0,1759639.398214,699965.599491589,1.0,0.0
16997,257179,10/09/19,Trash - Backdoor,missed for 2 weeks,709 heather spring,37027,red river,2401,4.0,1745242.27861888,625404.540964446,1.0,0.0
16998,257181,10/09/19,Trash Collection Complaint,"resident has backdoor trash and is 94 yrs old. she says that her trash was missed again last week. she has called several time to complain to no avail, it seems nothing is being done to get her serviced on her pick up day. she was told that a supervisor would call her, she was told that her address has been added to watch list but nothing has changed, she still isn't being serviced and is afraid they are going to miss her again today. she says if this problem is not corrected she is going to get the news media involved. her cart is full and needs to be emptied!",857 belton dr,37205,red river,1305,23.0,1703637.82844388,653321.45025014,5.0,800.0
16999,257243,10/09/19,Trash - Curbside/Alley Missed Pickup,"trash/miss tuesday, curb and others?",1205 plymouth ave,37216,red river,2203,7.0,1756589.59965872,688546.599917459,4.0,600.0
17000,257247,10/09/19,Trash - Curbside/Alley Missed Pickup,wednesday trash pickup was missed (usually morning pickup).  whole neighborhood was missed,223 leonard ave,37205,red river,2304,24.0,1723576.60857259,654757.262868893,1.0,0.0
17001,257252,10/09/19,Trash - Curbside/Alley Missed Pickup,missed,4017 drakes branch rd,37218,red river,3203,1.0,1718079.21087948,684995.158475089,3.0,400.0
